  10.0    0.250    0.059    0.319    0.189
  15.0    0.250    0.060    0.322    0.190
  20.0    0.250    0.060    0.324    0.190
  25.0    0.250    0.060    0.325    0.190
  30.0    0.250    0.060    0.325    0.191
  36.9    0.250    0.060    0.326    0.191
  53.1    0.250    0.060    0.326    0.191
  90.0    0.250    0.060    0.327    0.191
